CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
807604233,Existing Customer,54,M,Graduate,Married,$80K - $120K,Blue,11114,1.08,5044,81,0.688
801786483,Existing Customer,51,M,High School,Single,$80K - $120K,Blue,10648,0.708,4930,89,0.978
789138258,Existing Customer,45,F,High School,Single,Less than $40K,Blue,2976,0.772,4799,83,0.729
805524708,Attrited Customer,52,F,High School,Divorced,Less than $40K,Blue,6629,0.932,2599,50,0.562
779642733,Existing Customer,42,F,Unknown,Married,Less than $40K,Blue,2812,0.713,4823,77,0.833
771735933,Existing Customer,48,M,High School,Married,$80K - $120K,Blue,10761,0.7,4731,82,0.783
789917208,Existing Customer,40,F,High School,Married,Less than $40K,Blue,1968,0.972,5087,69,0.725
779608083,Existing Customer,55,M,Doctorate,Single,Less than $40K,Blue,3897,0.689,3681,62,0.632
711287733,Existing Customer,45,M,Unknown,Married,$40K - $60K,Blue,4721,0.656,3856,74,0.762
774675933,Existing Customer,40,M,College,Divorced,$80K - $120K,Silver,34516,0.477,3510,62,0.476
716741508,Existing Customer,33,F,High School,Married,Less than $40K,Blue,2831,0.744,4460,65,0.857
721106133,Existing Customer,57,F,Uneducated,Divorced,Unknown,Blue,2312,0.867,5104,82,0.783
716698608,Existing Customer,51,M,Unknown,Single,$80K - $120K,Blue,8924,0.46,4441,87,0.673
716299608,Attrited Customer,58,F,Unknown,Divorced,Less than $40K,Blue,1508,0.458,1990,31,0.192
718116933,Existing Customer,53,F,Graduate,Single,Less than $40K,Blue,1438.3,0.667,4704,79,0.756
720513333,Existing Customer,46,M,High School,Single,$80K - $120K,Blue,21350,0.512,4878,78,0.444
802460433,Attrited Customer,57,F,High School,Married,Unknown,Blue,1438.3,0.733,2607,37,0.609
720482583,Existing Customer,52,F,College,Married,Unknown,Blue,10431,0.64,4598,69,0.865
719584608,Existing Customer,40,M,High School,Unknown,$40K - $60K,Blue,1438.3,0.657,4215,79,0.927
709477233,Existing Customer,37,F,High School,Single,Unknown,Blue,2346,0.613,4287,79,0.717
719512983,Attrited Customer,47,F,Graduate,Single,Less than $40K,Blue,1438.3,0.854,2295,51,0.545
714923583,Attrited Customer,38,F,Graduate,Unknown,Less than $40K,Blue,2369,0.51,1924,48,0.548
779397183,Existing Customer,42,F,Graduate,Single,Less than $40K,Blue,3659,0.797,4068,61,0.694
714671658,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,2153,0.787,4268,85,0.667
779218233,Existing Customer,47,F,Post-Graduate,Single,Less than $40K,Blue,9430,0.68,4115,75,0.923
713456583,Existing Customer,45,M,High School,Married,$80K - $120K,Silver,34516,0.52,3247,70,0.707
790221633,Existing Customer,44,F,Graduate,Single,$40K - $60K,Blue,3897,0.746,4627,77,0.791
721299483,Existing Customer,47,M,Graduate,Single,$80K - $120K,Blue,11671,0.491,4168,71,0.868
711701958,Existing Customer,48,M,Unknown,Single,$60K - $80K,Blue,11367,0.661,4175,63,0.537
783573408,Existing Customer,42,F,College,Single,$40K - $60K,Blue,2575,0.722,5267,83,0.886
709641933,Existing Customer,42,F,Graduate,Married,$40K - $60K,Blue,3433,0.838,4504,84,0.787
718755483,Existing Customer,44,M,High School,Married,$60K - $80K,Blue,7317,0.653,5082,86,0.686
720914358,Existing Customer,46,F,Graduate,Married,Less than $40K,Blue,4416,0.631,4894,84,0.647
714811533,Existing Customer,39,M,High School,Unknown,$60K - $80K,Blue,1715,0.896,5910,91,0.517
719898108,Existing Customer,57,F,Doctorate,Married,$40K - $60K,Blue,3667,0.778,5322,79,0.975
720719883,Attrited Customer,54,F,Graduate,Single,Unknown,Blue,1874,0.806,2535,55,0.618
780338733,Existing Customer,50,F,Graduate,Married,Less than $40K,Blue,1438.3,0.73,5102,83,0.694
709810458,Existing Customer,56,F,Unknown,Single,Less than $40K,Blue,1579,0.888,4241,72,0.946
821356083,Existing Customer,54,F,Uneducated,Married,$40K - $60K,Blue,1626,0.664,4830,87,0.642
793428408,Existing Customer,50,F,Uneducated,Married,Less than $40K,Blue,1596,0.687,5235,76,1
746453583,Existing Customer,56,F,Unknown,Married,$40K - $60K,Blue,2604,0.528,4498,85,0.7
771799008,Existing Customer,61,F,Graduate,Married,Unknown,Blue,3359,0.684,4871,79,0.975
719075883,Existing Customer,38,F,High School,Married,$40K - $60K,Blue,2363,0.498,3904,66,0.61
714986583,Existing Customer,55,F,Uneducated,Single,Less than $40K,Blue,4978,0.883,5025,62,0.879
753233733,Existing Customer,38,M,Graduate,Single,$80K - $120K,Blue,2155,0.718,3781,61,0.906
806914158,Attrited Customer,38,F,Graduate,Married,$40K - $60K,Blue,4047,0.648,2134,34,0.478
812671758,Attrited Customer,47,F,Doctorate,Married,Unknown,Blue,4345,0.752,2458,44,0.467
789191358,Existing Customer,55,M,Graduate,Single,$80K - $120K,Blue,1854,0.614,4035,80,0.739
772111083,Existing Customer,50,M,High School,Married,$80K - $120K,Blue,5384,0.756,4338,75,0.829
714961383,Existing Customer,48,F,Uneducated,Single,Less than $40K,Blue,1438.3,0.544,4182,81,0.723
817288458,Existing Customer,33,F,Graduate,Single,Less than $40K,Blue,5141,0.985,5859,82,0.783
719163108,Existing Customer,44,M,Graduate,Married,$120K +,Blue,3977,0.769,4076,62,0.632
713922183,Existing Customer,52,M,Uneducated,Single,$120K +,Blue,2507,0.85,4461,73,0.921
716443608,Existing Customer,46,F,Unknown,Unknown,Less than $40K,Blue,7199,0.83,4050,78,0.814
827953683,Existing Customer,41,M,Graduate,Married,$60K - $80K,Blue,3786,0.697,5369,75,0.596
789678483,Existing Customer,50,F,High School,Married,Less than $40K,Silver,13384,0.696,4773,77,0.674
793630083,Attrited Customer,39,M,High School,Single,$120K +,Blue,1726,0.371,1804,34,0.259
756306183,Existing Customer,42,F,College,Married,Less than $40K,Blue,2873,0.803,4897,71,1.088
736893108,Existing Customer,33,F,Doctorate,Single,Less than $40K,Blue,1438.3,0.613,4196,87,0.891
712900308,Attrited Customer,44,F,College,Single,Less than $40K,Blue,1751,0.506,2078,37,0.423
798045708,Existing Customer,42,F,Graduate,Married,$40K - $60K,Blue,7434,0.63,4182,76,1.171
715657833,Existing Customer,52,F,Unknown,Single,Less than $40K,Blue,1438.3,0.601,4956,89,0.745
712111608,Existing Customer,59,F,Post-Graduate,Single,Less than $40K,Blue,1438.3,0.61,4919,72,0.756
711792783,Existing Customer,45,F,Unknown,Divorced,$40K - $60K,Blue,2032,0.642,4479,80,0.667
716067333,Existing Customer,61,M,Graduate,Married,Unknown,Blue,6959,0.816,4553,84,0.714
780660183,Attrited Customer,43,F,High School,Divorced,Less than $40K,Blue,8203,0.691,2613,46,0.84
720761208,Attrited Customer,59,M,College,Single,$120K +,Blue,4789,0.798,2496,41,0.64
788794758,Attrited Customer,46,M,Graduate,Single,$40K - $60K,Blue,2979,0.644,2061,38,0.462
711150333,Attrited Customer,40,F,Graduate,Single,Less than $40K,Blue,2391,0.669,2857,40,0.6
714418158,Existing Customer,63,F,Uneducated,Single,Less than $40K,Blue,7264,0.814,3527,69,0.816
713634108,Existing Customer,45,F,Graduate,Single,Unknown,Blue,4348,1.036,4293,66,0.692
717231558,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,3002,0.815,4851,74,0.947
711589758,Existing Customer,42,M,High School,Married,$60K - $80K,Blue,4162,0.719,3967,75,0.923
787481208,Existing Customer,46,F,Unknown,Unknown,Less than $40K,Blue,2762,0.901,5006,78,0.66
715516458,Attrited Customer,42,F,High School,Married,$40K - $60K,Blue,2705,0.698,2602,43,0.433
714998508,Existing Customer,53,M,Uneducated,Married,$120K +,Blue,3742,0.894,5326,62,0.676
713328108,Existing Customer,60,F,College,Married,Less than $40K,Blue,1671,0.727,5189,79,0.795
716229108,Existing Customer,55,F,College,Divorced,Less than $40K,Blue,3282,0.653,4674,84,0.585
820925433,Existing Customer,50,F,Post-Graduate,Single,Less than $40K,Blue,1529,0.657,4751,81,0.884
816129258,Existing Customer,34,F,Post-Graduate,Single,Less than $40K,Blue,2509,0.938,4837,74,0.542
808903308,Attrited Customer,54,F,Unknown,Married,$40K - $60K,Blue,2471,0.722,2519,35,0.522
713809833,Existing Customer,42,F,Graduate,Unknown,Unknown,Blue,9749,0.584,4684,86,0.623
713542008,Existing Customer,48,F,High School,Unknown,Less than $40K,Blue,1438.3,0.584,4236,83,0.844
717385083,Existing Customer,46,M,High School,Married,$120K +,Blue,4916,0.659,4813,87,0.706
708652908,Existing Customer,47,F,Uneducated,Married,Less than $40K,Blue,2291,0.725,4498,81,0.761
715644633,Existing Customer,42,F,Graduate,Single,$40K - $60K,Blue,1528,0.908,5212,88,0.833
708761733,Existing Customer,52,F,High School,Married,Unknown,Blue,8279,0.76,4419,63,0.658
714600258,Existing Customer,45,M,Post-Graduate,Married,$60K - $80K,Blue,5945,0.815,3645,70,1
823566408,Existing Customer,44,F,Graduate,Married,Less than $40K,Blue,1438.3,0.773,4625,93,0.938
713373708,Attrited Customer,54,F,Unknown,Single,Less than $40K,Blue,1857,0.488,2464,57,0.839
708307533,Existing Customer,42,M,Uneducated,Married,$60K - $80K,Blue,3086,0.808,4129,81,0.884
820085808,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,2598,0.637,4692,86,0.72
716685033,Existing Customer,38,F,High School,Married,$40K - $60K,Blue,5559,0.716,5344,82,0.864
713063958,Existing Customer,51,M,Graduate,Single,$80K - $120K,Blue,7562,0.561,5010,85,0.7
708371733,Existing Customer,41,F,High School,Married,Less than $40K,Blue,4662,0.661,4931,81,0.841
780277458,Existing Customer,52,F,Graduate,Single,Less than $40K,Blue,2904,0.586,4503,89,0.712
797232183,Existing Customer,42,F,Unknown,Married,Less than $40K,Blue,2676,0.668,5020,75,0.786
720789933,Existing Customer,46,F,Graduate,Married,Unknown,Blue,5798,0.708,5027,82,0.64
808281483,Existing Customer,46,F,Unknown,Single,Less than $40K,Blue,2665,0.637,4249,76,1.235
712968708,Existing Customer,55,F,High School,Single,$40K - $60K,Blue,2343,0.792,5167,78,0.773
711263058,Existing Customer,29,F,Unknown,Single,Less than $40K,Blue,2763,0.701,4660,80,0.778
788813658,Existing Customer,62,F,Graduate,Single,Unknown,Blue,10503,0.886,4755,88,0.725
721444758,Existing Customer,47,F,College,Married,Less than $40K,Blue,2780,0.826,4980,78,0.857
711448983,Attrited Customer,47,F,Graduate,Married,Less than $40K,Blue,2234,0.717,2313,37,0.321
712664658,Attrited Customer,35,F,Graduate,Single,Less than $40K,Blue,1649,0.683,2549,54,0.588
714237033,Attrited Customer,42,F,Uneducated,Married,Unknown,Blue,5557,0.518,2299,39,0.444
718370733,Existing Customer,48,F,Uneducated,Married,Unknown,Blue,6074,0.782,4504,90,0.765
713726958,Attrited Customer,40,F,Doctorate,Married,Less than $40K,Blue,1728,0.41,2191,38,0.357
794160408,Existing Customer,46,F,Graduate,Married,Unknown,Blue,3044,0.946,4747,73,1.028
716009883,Existing Customer,41,F,Graduate,Single,$40K - $60K,Blue,8482,0.624,4245,74,0.897
711873033,Attrited Customer,35,F,Unknown,Single,Unknown,Blue,1438.3,0.748,2549,56,0.75
712715208,Attrited Customer,52,M,High School,Single,$80K - $120K,Blue,3770,0.544,2387,51,0.5
778899708,Attrited Customer,56,F,Unknown,Single,$40K - $60K,Blue,2963,0.902,2919,47,0.382
771865908,Attrited Customer,48,F,Graduate,Single,Unknown,Blue,11750,0.772,2532,48,0.548
716273133,Existing Customer,41,F,Graduate,Married,Less than $40K,Blue,1593,0.61,4853,78,0.592
709927458,Existing Customer,38,M,Graduate,Single,$40K - $60K,Blue,10486,0.716,4042,77,0.925
715162608,Attrited Customer,48,F,Graduate,Single,Less than $40K,Blue,2168,0.687,2499,38,0.407
719862258,Existing Customer,38,F,Uneducated,Single,Unknown,Blue,5666,0.84,5015,90,0.915
788719533,Existing Customer,53,M,Post-Graduate,Married,$80K - $120K,Blue,13679,0.908,4060,61,1.346
715566408,Existing Customer,45,F,Doctorate,Married,Less than $40K,Blue,2143,0.708,4404,77,0.75
717359208,Existing Customer,57,F,College,Married,Less than $40K,Blue,4945,0.536,4037,72,0.756
721410858,Existing Customer,54,F,High School,Single,Less than $40K,Blue,1921,0.694,4512,90,0.765
779420583,Existing Customer,45,F,Graduate,Single,Less than $40K,Blue,3001,0.838,4662,70,0.628
714222183,Existing Customer,38,F,Graduate,Single,$40K - $60K,Blue,2132,0.767,4874,78,0.66
709079883,Attrited Customer,45,F,Doctorate,Married,Less than $40K,Blue,1663,0.886,2729,38,0.52
721406658,Attrited Customer,32,F,Unknown,Divorced,Less than $40K,Blue,1732,0.683,2479,43,0.536
713782608,Existing Customer,46,F,Graduate,Single,$40K - $60K,Blue,2652,0.766,5329,83,0.729
720236433,Existing Customer,41,M,College,Married,$80K - $120K,Blue,5037,0.787,4379,67,0.811
785106933,Existing Customer,51,F,Unknown,Single,Unknown,Blue,6519,0.739,4505,71,0.732
716673258,Existing Customer,60,F,Unknown,Single,Less than $40K,Blue,2347,0.621,3977,83,0.886
708341958,Existing Customer,31,F,College,Divorced,Less than $40K,Blue,2061,0.786,4480,86,0.87
797150733,Attrited Customer,44,M,Unknown,Single,$40K - $60K,Blue,1643,0.6,1754,39,0.56
718279983,Existing Customer,49,F,College,Married,Unknown,Blue,5039,0.875,4770,74,0.947
718548558,Existing Customer,53,F,Unknown,Single,Less than $40K,Blue,2915,0.927,4272,70,0.75
780360558,Existing Customer,33,F,Graduate,Married,Less than $40K,Blue,1507,0.723,4698,87,0.851
715012833,Existing Customer,46,F,High School,Married,Less than $40K,Blue,3073,0.841,4858,77,0.974
772388508,Existing Customer,43,F,Graduate,Married,Unknown,Blue,8314,0.531,5028,80,0.702
788199858,Existing Customer,42,F,High School,Unknown,Unknown,Blue,2798,0.89,5758,87,0.706
769578108,Existing Customer,40,M,Unknown,Single,$60K - $80K,Blue,20929,0.523,4001,76,0.689
719843958,Existing Customer,46,M,Graduate,Married,$120K +,Blue,1754,0.691,4874,79,0.837
767197983,Existing Customer,52,F,High School,Single,Less than $40K,Blue,4209,0.856,5938,83,0.694
711874833,Existing Customer,45,M,College,Divorced,$40K - $60K,Blue,2449,0.706,5497,88,0.63
714930333,Attrited Customer,39,M,College,Married,$80K - $120K,Blue,4618,0.717,2476,49,0.75
720989133,Existing Customer,41,F,College,Married,Less than $40K,Blue,1654,0.65,4596,82,0.822
720893958,Existing Customer,49,F,Uneducated,Single,Less than $40K,Blue,1544,0.786,4215,53,1.12
769709058,Existing Customer,60,M,Uneducated,Single,$60K - $80K,Blue,3618,0.578,4228,63,0.465
711005583,Existing Customer,37,M,High School,Single,$80K - $120K,Blue,3437,0.851,5110,76,0.854
826548708,Existing Customer,50,M,Graduate,Single,$80K - $120K,Blue,5965,0.728,4637,91,0.655
711093408,Existing Customer,46,F,Doctorate,Married,Less than $40K,Blue,2644,0.721,4815,83,0.804
712831908,Existing Customer,59,F,College,Married,$40K - $60K,Blue,3481,0.692,4556,81,0.473
780222408,Existing Customer,49,F,Graduate,Unknown,Less than $40K,Blue,3272,0.417,4444,83,0.627
714181008,Existing Customer,35,F,Graduate,Married,Less than $40K,Blue,3019,0.718,4509,71,0.732
772346358,Existing Customer,52,F,Uneducated,Single,Less than $40K,Blue,1801,0.516,5047,79,0.756
717489033,Attrited Customer,27,F,High School,Single,Less than $40K,Blue,1438.3,0.781,2641,40,0.6
710969433,Existing Customer,41,F,Uneducated,Married,Less than $40K,Blue,2909,0.729,4230,68,0.659
715807383,Existing Customer,45,F,Post-Graduate,Single,$40K - $60K,Blue,4688,0.593,5248,89,0.745
711807333,Existing Customer,37,F,College,Single,Less than $40K,Blue,1438.3,0.587,3948,84,0.68
816086508,Existing Customer,47,F,Unknown,Married,Less than $40K,Blue,1438.3,0.677,4624,73,0.587
714424533,Attrited Customer,41,F,Graduate,Married,Less than $40K,Blue,1655,0.496,2156,37,0.194
779536233,Existing Customer,47,F,Graduate,Divorced,$40K - $60K,Blue,1438.3,1,4669,83,0.729
710794983,Existing Customer,41,F,High School,Single,Unknown,Blue,4745,0.965,4705,78,0.902
779890833,Existing Customer,51,F,High School,Divorced,Less than $40K,Blue,1438.3,0.765,4866,65,0.625
779837808,Existing Customer,53,F,High School,Married,$40K - $60K,Blue,5182,0.869,5012,85,0.809
713748708,Attrited Customer,46,F,Graduate,Single,Less than $40K,Blue,1438.3,0.35,1757,44,0.467
709123908,Existing Customer,43,F,Graduate,Married,$40K - $60K,Blue,4287,0.807,4874,82,0.708
816476658,Attrited Customer,54,F,Unknown,Married,Unknown,Blue,1812,0.735,2921,44,0.692
743800833,Existing Customer,53,F,College,Married,$40K - $60K,Blue,2304,0.772,4505,85,1.179
806415183,Existing Customer,51,F,Doctorate,Married,Unknown,Blue,13623,0.594,4534,83,0.886
794054058,Existing Customer,50,F,Graduate,Single,Less than $40K,Blue,2765,0.465,4010,59,0.513
771907158,Existing Customer,54,M,Unknown,Married,$120K +,Blue,3731,0.915,4667,88,0.725
815789883,Existing Customer,46,F,College,Single,Less than $40K,Blue,2485,0.566,4728,81,0.761
712177908,Existing Customer,50,F,College,Single,Less than $40K,Blue,2446,0.598,4310,75,0.875
711234783,Attrited Customer,44,F,Unknown,Married,Less than $40K,Blue,2020,0.716,2621,45,0.552
793379058,Existing Customer,48,F,Graduate,Single,Less than $40K,Blue,2214,0.567,5084,82,0.745
720480183,Existing Customer,45,F,Unknown,Divorced,Less than $40K,Blue,1811,0.585,4882,80,1.162
712974558,Existing Customer,56,F,College,Single,Less than $40K,Blue,5254,0.651,4546,89,0.712
717409533,Attrited Customer,36,F,Post-Graduate,Single,Less than $40K,Blue,1821,0.827,2824,43,0.387
712200033,Existing Customer,44,F,High School,Single,Less than $40K,Blue,3024,0.75,4983,78,0.733
713563383,Existing Customer,50,F,Unknown,Single,Less than $40K,Blue,1930,0.67,3862,80,0.818
802795608,Existing Customer,54,F,High School,Single,Less than $40K,Blue,1517,0.622,4981,82,0.864
787452333,Attrited Customer,39,F,High School,Married,Less than $40K,Blue,2024,0.801,2870,36,0.5
709520058,Attrited Customer,53,M,Uneducated,Married,$120K +,Blue,19138,0.482,2028,43,0.303
819690933,Existing Customer,56,M,Graduate,Single,$80K - $120K,Blue,16835,0.767,4059,80,0.778
820694133,Attrited Customer,60,F,High School,Married,Unknown,Blue,5549,0.703,2412,38,0.52
711800658,Attrited Customer,42,F,High School,Single,Less than $40K,Blue,2145,0.577,2465,42,0.355
717722958,Existing Customer,43,M,Uneducated,Married,$80K - $120K,Blue,4654,0.81,4277,71,0.69
712279683,Attrited Customer,44,M,Graduate,Married,$60K - $80K,Blue,9114,0.654,2740,52,0.625
716606733,Existing Customer,33,F,Graduate,Single,$40K - $60K,Blue,3043,0.735,4833,85,0.667
716060358,Existing Customer,53,F,Graduate,Married,$40K - $60K,Blue,4621,0.917,4952,82,0.745
709158333,Existing Customer,44,M,Graduate,Single,$60K - $80K,Blue,2758,0.58,4244,96,0.778
721113333,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,1740,0.811,4751,93,0.86
712620858,Existing Customer,34,F,Doctorate,Married,Unknown,Blue,7744,0.942,4572,60,0.935
712855683,Existing Customer,50,F,Post-Graduate,Married,Less than $40K,Blue,3350,0.781,4906,89,0.561
715463133,Existing Customer,40,M,High School,Single,$120K +,Blue,34516,0.706,3699,64,0.488
716551533,Existing Customer,47,F,High School,Single,Unknown,Blue,2874,0.718,4779,86,0.792
771220758,Existing Customer,40,F,Doctorate,Single,Unknown,Blue,2896,0.728,4614,83,0.694
709920258,Existing Customer,41,F,Graduate,Divorced,$40K - $60K,Blue,9294,1.026,4531,73,0.738
708959583,Existing Customer,47,M,High School,Married,$60K - $80K,Blue,9389,0.533,3415,84,0.556
712510833,Existing Customer,44,M,College,Married,$40K - $60K,Blue,9317,0.765,4121,81,0.723
710840433,Existing Customer,34,M,College,Unknown,$40K - $60K,Blue,7452,0.6,3339,51,0.962
712853358,Attrited Customer,39,F,High School,Unknown,Less than $40K,Blue,1817,0.583,2216,44,0.833
788502858,Existing Customer,58,M,High School,Single,$80K - $120K,Blue,10021,0.699,4431,68,0.581
721139808,Existing Customer,42,F,Graduate,Single,Less than $40K,Blue,2344,0.619,3889,80,0.86
711375558,Existing Customer,48,F,Uneducated,Single,$40K - $60K,Blue,3072,0.754,4540,78,0.857
713798958,Existing Customer,38,F,Unknown,Single,Less than $40K,Blue,1946,0.564,4643,87,0.812
709362033,Attrited Customer,52,F,Graduate,Married,Less than $40K,Blue,1471,0.624,2253,48,0.455
719860308,Attrited Customer,42,F,Graduate,Married,Less than $40K,Blue,1438.3,0.663,2418,48,0.778
714443058,Attrited Customer,43,F,College,Married,Less than $40K,Blue,1484,0.2,1664,39,0.5
716315508,Attrited Customer,37,F,Post-Graduate,Married,$40K - $60K,Blue,3233,0,1339,32,0
717651333,Existing Customer,55,F,Graduate,Single,Less than $40K,Blue,1745,0.701,4562,67,0.634
798489258,Existing Customer,59,F,Uneducated,Divorced,Unknown,Blue,3709,0.824,5557,82,1
710742408,Existing Customer,53,F,College,Married,Less than $40K,Blue,2160,0.858,4518,93,0.788
812089383,Existing Customer,41,M,Unknown,Single,$80K - $120K,Blue,1438.3,0.79,4426,88,0.66
711968358,Existing Customer,55,F,Graduate,Single,Less than $40K,Blue,2638,0.551,4153,77,0.925
794227308,Existing Customer,56,M,College,Married,$80K - $120K,Blue,10214,0.64,4493,79,0.881
719845908,Existing Customer,52,F,Uneducated,Single,Less than $40K,Blue,3240,0.812,4803,83,0.804
716851908,Existing Customer,58,F,Unknown,Married,$40K - $60K,Blue,2038,0.809,4784,70,0.75
720599658,Existing Customer,49,M,Unknown,Married,$40K - $60K,Blue,1438.3,0.57,5104,75,0.63
720401658,Attrited Customer,53,F,Graduate,Single,Less than $40K,Blue,1438.3,0.609,1985,38,0.407
827442858,Existing Customer,56,M,High School,Divorced,$80K - $120K,Blue,8111,0.999,3719,69,0.643
779034708,Existing Customer,60,F,Doctorate,Married,Unknown,Blue,10730,0.645,4939,71,0.972
718806783,Attrited Customer,46,F,Uneducated,Married,Unknown,Blue,2872,0.869,2629,41,0.64
714484008,Attrited Customer,49,F,Uneducated,Married,Less than $40K,Blue,1567,0.424,2138,41,0.577
719176308,Attrited Customer,43,M,College,Divorced,$80K - $120K,Blue,7278,0.618,2120,43,0.593
769662033,Existing Customer,45,F,College,Unknown,Less than $40K,Blue,1438.3,0.729,5025,85,0.735
721020858,Existing Customer,34,F,College,Single,Unknown,Blue,3190,0.622,4220,66,0.61
714630858,Attrited Customer,36,F,Uneducated,Unknown,Less than $40K,Blue,1470,0.543,2383,39,0.444
710838108,Existing Customer,45,M,Graduate,Married,$80K - $120K,Blue,3081,0.572,4317,72,0.714
712662783,Attrited Customer,43,F,College,Married,Unknown,Blue,3793,0.512,2577,57,0.629
713160258,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,3034,0.642,4349,90,0.731
778163508,Existing Customer,37,F,High School,Married,Unknown,Blue,5245,0.673,4938,70,0.892
713785608,Existing Customer,49,F,Doctorate,Single,Less than $40K,Blue,2960,0.962,4918,63,0.75
779905008,Attrited Customer,54,F,Graduate,Unknown,$40K - $60K,Blue,1779,0.856,2660,41,0.323
789491058,Existing Customer,43,F,Graduate,Married,Less than $40K,Blue,1620,0.73,4570,82,0.952
793736958,Existing Customer,49,M,High School,Single,$120K +,Blue,21680,0.605,4410,86,0.72
720961383,Attrited Customer,47,F,Uneducated,Single,Unknown,Blue,2952,0.82,2907,60,0.875
714202008,Attrited Customer,53,F,High School,Married,Less than $40K,Blue,3918,0.47,2115,42,0.448
721479108,Existing Customer,52,M,Uneducated,Single,$120K +,Blue,12764,0.71,3332,64,0.882
715549158,Existing Customer,29,F,Graduate,Married,Less than $40K,Blue,1438.3,0.734,4769,84,0.826
710308983,Existing Customer,50,F,Graduate,Unknown,Less than $40K,Blue,3287,0.586,4148,83,0.66
710981583,Existing Customer,44,F,Unknown,Single,$40K - $60K,Blue,3891,0.755,5131,86,0.72
712704933,Attrited Customer,49,F,High School,Unknown,$40K - $60K,Blue,4048,0.601,2227,41,0.464
716165508,Existing Customer,51,M,Uneducated,Married,$60K - $80K,Blue,3559,0.585,4498,94,0.649
710630583,Existing Customer,47,M,High School,Single,$60K - $80K,Blue,2843,0.624,3738,77,0.604
709571958,Existing Customer,58,F,Graduate,Single,Less than $40K,Blue,2127,0.735,4401,65,0.667
790115358,Existing Customer,39,F,Unknown,Single,Less than $40K,Blue,4325,0.796,4588,77,0.791
715904433,Attrited Customer,42,F,College,Married,$40K - $60K,Blue,1695,0.453,2055,46,0.314
709078908,Existing Customer,48,F,High School,Single,Less than $40K,Blue,2648,0.94,4926,89,0.816
717541308,Existing Customer,61,F,Graduate,Single,Less than $40K,Blue,2602,0.704,4838,85,0.735
779916408,Existing Customer,39,F,Graduate,Single,Unknown,Blue,1811,0.835,4934,70,0.628
714979383,Existing Customer,56,M,Graduate,Single,$60K - $80K,Blue,1891,0.636,5255,77,0.833
711691608,Attrited Customer,46,F,Graduate,Single,Less than $40K,Blue,2881,0.629,2450,49,0.531
788930358,Existing Customer,42,F,College,Single,$40K - $60K,Blue,2827,0.739,3891,81,1.025
716351208,Existing Customer,48,F,Uneducated,Married,Less than $40K,Blue,4095,0.57,4175,77,1.026
708266883,Attrited Customer,34,F,Graduate,Single,Less than $40K,Blue,1666,0.713,2312,35,0.25
718858683,Existing Customer,42,F,Graduate,Married,Less than $40K,Blue,1438.3,0.665,4511,76,0.767
771617883,Existing Customer,54,F,High School,Single,$40K - $60K,Blue,2205,0.929,4904,82,0.673
718001508,Existing Customer,41,F,Graduate,Married,Less than $40K,Blue,2890,0.657,4377,84,0.867
708995283,Existing Customer,50,F,Graduate,Unknown,Unknown,Blue,10417,1.122,4871,75,1.027
721173183,Existing Customer,57,F,Uneducated,Married,Unknown,Blue,2363,0.795,4984,85,0.667
711102858,Attrited Customer,48,F,Doctorate,Single,Unknown,Blue,3137,0.304,1618,34,0.097
711722808,Attrited Customer,51,F,Graduate,Single,Less than $40K,Blue,1483,0.707,2520,40,0.429
787466808,Existing Customer,35,F,Unknown,Married,Less than $40K,Blue,3009,0.735,5329,82,0.745
716116383,Existing Customer,45,F,Unknown,Married,Less than $40K,Blue,5087,0.765,4682,77,0.711
713257083,Existing Customer,46,F,Unknown,Married,$40K - $60K,Blue,1925,0.518,4343,66,0.737
772661808,Existing Customer,56,M,Graduate,Married,$120K +,Blue,7234,0.703,5051,83,0.66
713382558,Existing Customer,57,F,College,Single,Less than $40K,Blue,2063,0.868,4304,81,0.761
717596883,Existing Customer,58,F,Graduate,Single,$40K - $60K,Blue,5530,0.859,5270,78,1
712993008,Existing Customer,58,F,Unknown,Single,Less than $40K,Blue,3819,0.809,4533,68,0.889
824763783,Existing Customer,59,F,College,Single,Less than $40K,Blue,2645,0.623,4251,76,0.767
771730758,Existing Customer,51,F,High School,Single,Unknown,Blue,5448,1.011,4443,75,1.083
780265458,Existing Customer,56,F,Uneducated,Single,Less than $40K,Blue,3495,0.563,4466,85,0.889
714256758,Existing Customer,50,M,Unknown,Single,$60K - $80K,Blue,8074,0.528,4347,66,0.535
710292333,Attrited Customer,44,F,High School,Married,Unknown,Blue,7772,0.896,2618,52,0.576
712171158,Existing Customer,42,F,High School,Married,Less than $40K,Blue,3124,0.879,4986,79,0.795
787339158,Attrited Customer,56,M,Graduate,Married,$80K - $120K,Blue,8688,0.426,2361,41,0.464
788782008,Existing Customer,49,F,Unknown,Married,Less than $40K,Gold,15987,0.658,4146,69,0.533
